image number,alt,article_heading,description
image_1_1.jpg,The deception of Marie-Antoinette Katoto during the elimination of the women's team of PSG facing the Juventus in the barrages of accession to the League of Champions the 26 September 2024 au Campus PSG (Poissy). (DAVID WINTER / SIPA),Ligue des champions: the champions of PSG fighting again against Juventus eliminated from the barrage of accession,"The image captures a dynamic moment in a soccer match. On the field, two teams are engaged in a fierce competition. The team in blue jerseys is on the offensive, with players spread across the field, their bodies poised for action. One player, in particular, stands out in the center of the image, their jersey emblazoned with the word ""Qatar"". They are in the midst of a powerful kick, their leg extended in a display of strength and precision.  Opposing them, the team in white jerseys is on the defensive. Their players are scattered across the field, their attention focused on the ball and their opponents. One player, distinguishable by their jersey with the word ""Visca"", is in the process of intercepting the ball, their body language suggesting a swift change in direction.  The field itself is a vibrant green, contrasting with the players' jerseys. In the background, a crowd of spectators can be seen, their faces a blur of anticipation and excitement. The image encapsulates the thrill and intensity of the sport, with every player and every move contributing to the overall narrative of the match."
image_2_1.jpg,Youssouf Ndayishimiye in a duel with Mikel Oyarzabal during Nice-Real Sociedad in Ligue Europa on 25 September 2024 at l'Allianz Riviera. (MIGUEL MEDINA/AFP),Ligue Europa: Dominator most frustrated l'OGC Nice held on to Real Sociedad for its entry into the league,"The image captures a dynamic moment in a soccer match. Two players are in the midst of a fierce competition on the field. The player on the left, clad in a vibrant red jersey, is in the act of dribbling the ball. His body is angled towards the right side of the image, indicating a swift movement across the field.  On the right, another player, dressed in a contrasting yellow jersey, is making a swift dash towards the left side of the image. His body is angled towards the right, suggesting a swift change in direction to intercept the ball.  The background reveals a well-maintained soccer field, with neatly trimmed grass and clear boundary lines. The stands are visible in the distance, filled with spectators eagerly watching the match unfold. The atmosphere is charged with anticipation as the players engage in this high-stakes moment of the game."
image_3_1.jpg,Raphaël Varane celebrates the victory in the Cup du world of the French team winner of the final facing Croatia in Moscow July 15 2018. (FRANCK FIFE / AFP),Foot: Champions League world title injuries... Raphaël Varane's career in five remarkable moments,"The image depicts a moment of triumph and reflection for a soccer player. The player, dressed in a blue jersey with the number 4, is holding the FIFA World Cup trophy aloft, a symbol of victory and achievement in the sport. The jersey is adorned with a Nike logo on the left chest, indicating the brand of the player's athletic wear. The player's face is turned away from the camera, suggesting a moment of introspection or celebration.  The setting appears to be a stadium, as suggested by the blurred background that hints at a large, open space with artificial lighting. The lighting suggests that the photo was taken at night or in an indoor setting. The player's posture and the trophy's position in the center of the frame draw the viewer's attention to the significance of the moment captured.  The image does not contain any text or additional elements that provide context beyond the player's identity and the event being celebrated. The focus is solely on the player and the trophy, with the background serving to highlight the importance of the subject. The image captures a moment of personal achievement and the universal appeal of sports as a source of inspiration and entertainment."
image_3_2.jpg,Raphaël Varane on the occasion of his 93rd and last selection with the France team during the final of the Cup du world in Qatar against Argentina on 18 December 2022. (WILLIAM VOLCOV / AFP),Foot: Champions League world title injuries... Raphaël Varane's career in five remarkable moments,"The image depicts a dynamic scene from a soccer match. In the foreground, a soccer player in a blue uniform with the number 4 is in motion, running towards the right side of the frame. He is wearing orange cleats and appears to be in the middle of a play, possibly preparing to intercept or pass the ball.  In the background, there is a blurred crowd of spectators, suggesting that this is a live event with an audience. The spectators are seated in rows, typical of a stadium setting. The focus is on the player in the blue uniform, indicating that he is the main subject of the image.  The lighting suggests it is daytime, and the green of the grass indicates that the match is taking place on a soccer field. The image captures the intensity and excitement of the sport, with the player's focused expression and the blurred motion of the crowd conveying the speed and energy of the game."
image_3_5.jpg,The young Raphaël Varane savored with his teammates of Real Madrid after his first goal in the Ligue des Champions on 24 May 2014 in Lisbon. (FRANCK FIFE/AFP),Foot: Champions League world title injuries... Raphaël Varane's career in five remarkable moments,"The image depicts a jubilant moment on a soccer field, where a group of soccer players are celebrating a victory. The players are wearing white jerseys with various logos and colors, indicating they are part of a soccer team. One player is holding a large, shiny trophy with both hands, which is the UEFA Champions League trophy, a symbol of their achievement. The trophy is silver with a large handle and a reflective surface, and it's being held up to the sky, suggesting a moment of triumph.  The players are smiling and appear to be in high spirits, with some of them raising their arms in victory gestures. The background shows a well-lit soccer field with a crowd of spectators in the stands, indicating that this is a significant event, likely a major soccer competition. The lighting suggests that the event is taking place in the evening or at night. The atmosphere is one of joy and accomplishment, capturing the essence of a successful sports team celebrating their hard-earned victory."
image_4_1.jpg,Kylian Mbappé buter with Real Madrid face Deportivo Alavés during the 7th day of the league September 24 2024. (ALBERTO GARDIN / AFP),Foot: Kylian Mbappé injured in the left back officialize Real Madrid,"The image captures a dynamic moment on a soccer field. In the foreground, a soccer player in a white jersey with the number 9 and the word ""Real Madrid"" on the front is the main focus. He is in motion, his arms outstretched as if celebrating a goal or expressing his emotions during the game. His posture suggests a moment of triumph or frustration, a snapshot of the intense emotions that can be experienced in the sport.  In the background, two other players are visible. One is wearing a white jersey with the number 17, and the other is in a blue jersey with the number 12. Their presence adds context to the scene, indicating that this is a competitive match between two teams.  The field itself is a vibrant green, typical of well-maintained soccer fields. The stands in the background are filled with spectators, their presence suggesting that this is a significant match or event. The atmosphere is charged with anticipation and excitement, a testament to the power of sports to captivate and engage audiences."
image_5_1.jpg,The central defender Raphaël Varane in the jersey of Manchester United le 25 mai 2024. (CONOR MOLLOY / AFP),Foot : Raphaël Varane champion du monde 2018 announces retirement at 31 years," The image depicts a moment from a sports event, likely a soccer match, given the style of the jersey and the stadium setting. The central figure is a male athlete, presumably a soccer player, standing on a field. He is wearing a red jersey with white accents and the word ""Vodacom"" printed across the front, suggesting he is part of a team sponsored by Vodacom. The jersey also features a number on the left chest, which is common in sports attire for identification purposes.  The player is clapping his hands together, a gesture often associated with sportsmanship or celebration. His posture suggests he is in the midst of a game or a pause in the action, as he is standing upright with his arms extended outward. The background is blurred, but it appears to be a large stadium with tiered seating, indicating that this is a professional or semi-professional event.  There are no visible texts other than the branding on the player's jersey. The lighting suggests it is daytime, and the atmosphere seems to be that of a competitive sports event. The player's expression is not clearly visible, but his body language conveys a sense of accomplishment or acknowledgment of the crowd's support."
image_6_1.jpg,The trophy of the Ligue Europa before the final 2023-2024 between l'Atalanta and the Bayer Leverkusen at the stadium in Dublin on 22 May 2024. (GLYN KIRK / AFP),Ligue Europa: Manchester United and Tottenham among favorites Lyon and Nice among outsiders a new formula plus open... Three questions sur la C3,"The image shows a trophy, which appears to be the UEFA Champions League trophy, standing upright on a grassy field. The trophy is predominantly green with a metallic sheen, suggesting it is made of metal. It has a ribbed design with a series of ridges that spiral around the trophy, culminating in a pointed top. The trophy is adorned with a series of chains or links that wrap around its base, adding to its ornate appearance. At the bottom of the trophy, there is a band with text that reads ""COUPE UEFA"" in bold letters, indicating that this is the UEFA Champions League trophy. The background is a blurred green field, which provides a natural and contrasting backdrop to the trophy. The image is a photograph with a focus on the trophy, capturing its details and the context of its placement on a sports field."
image_7_1.jpg,The Vélodrome of Marseille the 6th of August 2024. (CLEMENT MAHOUDEAU / AFP),Ligue des champions: Marseille wants to host the final in 2027 at the Vélodrome stadium UEFA is withdrawing from Milan,"The image captures a vibrant scene from a nighttime soccer match at the Stade de France, a renowned stadium in France. The stadium, known for its distinctive curved roof, is bathed in the glow of numerous lights that illuminate the field and the stands. The field itself is a lush green, contrasting with the white lines marking the boundaries of the game.   The stands are filled with spectators, their faces a blur of excitement and anticipation. The atmosphere is electric, the energy palpable even in the stillness of the image. The stadium's architecture, with its curved roof and large arches, adds a sense of grandeur to the scene. The image is taken from a high angle, providing a comprehensive view of the stadium and the ongoing match. The perspective allows for a clear view of the field, the stands, and the spectators, encapsulating the essence of a live soccer match at the Stade de France."
image_8_1.jpg,Sid Belhaj with the team of France on 31 January 2018 in Ljubljana (Slovenia) (URBAN URBANAC / SIPA),Futsal World Cup: France's team at the heart of a polemic after its defeat against Iran,"The image captures a dynamic moment in a soccer match. At the center of the frame, a soccer player is in mid-action, his body fully extended as he leaps into the air to strike the ball with his right foot. His white uniform, adorned with black stripes and the number 2, stands out against the blue of the soccer field. The ball, a small white sphere with black markings, is suspended in the air, frozen in the moment before contact.  The player's posture suggests a powerful kick is imminent, his body coiled like a spring, ready to unleash the ball with force. The background is a blur of motion, indicating the speed of the game and the player's swift movement. The field itself is a vibrant blue, contrasting with the white lines that mark the boundaries of the game.  Despite the blur, the presence of another player can be inferred, suggesting a duel for possession of the ball. The image encapsulates the intensity and excitement of the sport, with every element contributing to the narrative of the game."
