website,category,article_number,image number,alt,article_heading,article_url
https://www.apnnews.com/,Fact Check,1,1,"Republican presidential nominee former President Donald Trump arrives to speak during a news conference held at Trump National Golf Club Los Angeles in Rancho Palos Verdes, Calif., Friday, Sept. 13, 2024. (AP Photo/Jae C. Hong)",FACT FOCUS: A look at false claims made by Trump in California,https://apnews.com/article/fact-check-misinformation-trump-california-news-conference-a02862f23ebb777057842803e37eff80
https://www.apnnews.com/,Fact Check,2,1,"Air Force Two with Democratic presidential nominee Vice President Kamala Harris and her running mate Minnesota Gov. Tim Walz aboard arrive for a campaign rally Wednesday, Aug. 7, 2024, in Romulus, Mich. (AP Photo/Carlos Osorio)",Trump falsely claims a crowd photo from Harris’ campaign rally in Detroit was created using AI,https://apnews.com/article/trump-harris-detroit-crowd-size-photo-ff54a66d8e3197c90068ba94847297cf
https://www.apnnews.com/,Fact Check,3,1,"Illinois Gov. JB Pritzker speaks during the Democratic National Convention Tuesday, Aug. 20, 2024, in Chicago. (AP Photo/Erin Hooley)",FACT FOCUS: A look at claims made during the second night of the Democratic National Convention,https://apnews.com/article/fact-check-misinformation-democratic-national-convention-420ffa361f1ff78590b5eb6aa304a452
https://www.apnnews.com/,Fact Check,3,2,"New Mexico Gov. Michelle Lujan Grisham speaking during the Democratic National Convention Tuesday, Aug. 20, 2024, in Chicago. (AP Photo/J. Scott Applewhite)",FACT FOCUS: A look at claims made during the second night of the Democratic National Convention,https://apnews.com/article/fact-check-misinformation-democratic-national-convention-420ffa361f1ff78590b5eb6aa304a452
https://www.apnnews.com/,Fact Check,3,3,"Sen. Chuck Schumer, D-NY., speaking during the Democratic National Convention Tuesday, Aug. 20, 2024, in Chicago. (AP Photo/J. Scott Applewhite)",FACT FOCUS: A look at claims made during the second night of the Democratic National Convention,https://apnews.com/article/fact-check-misinformation-democratic-national-convention-420ffa361f1ff78590b5eb6aa304a452
https://www.apnnews.com/,Fact Check,4,1,"Republican presidential nominee former President Donald Trump waves as he departs a campaign event at Central Wisconsin Airport, Saturday, Sept. 7, 2024, in Mosinee, Wis. (AP Photo/Morry Gash)",FACT FOCUS: A look at false and misleading claims made during Trump and Harris’ debate,https://apnews.com/article/debate-harris-trump-fact-focus-abortion-crime-0e368102d38d87d708a8a497a38f4fb2
https://www.apnnews.com/,Fact Check,4,2,"Democratic presidential nominee Vice President Kamala Harris arrives on Air Force Two at Atlantic Aviation Philadelphia, Monday, Sept. 9, 2024, near Philadelphia International Airport, ahead of the presidential debate with Republican presidential nominee former President Donald Trump. (AP Photo/Jacquelyn Martin)",FACT FOCUS: A look at false and misleading claims made during Trump and Harris’ debate,https://apnews.com/article/debate-harris-trump-fact-focus-abortion-crime-0e368102d38d87d708a8a497a38f4fb2
https://www.apnnews.com/,Fact Check,4,3,"Republican presidential nominee former President Donald Trump and Democratic presidential nominee Vice President Kamala Harris participate during an ABC News presidential debate at the National Constitution Center, Tuesday, Sept.10, 2024, in Philadelphia. (AP Photo/Alex Brandon)",FACT FOCUS: A look at false and misleading claims made during Trump and Harris’ debate,https://apnews.com/article/debate-harris-trump-fact-focus-abortion-crime-0e368102d38d87d708a8a497a38f4fb2
https://www.apnnews.com/,Fact Check,4,4,"This combination of photos shows Republican presidential nominee former President Donald Trump, left, and Democratic presidential nominee Vice President Kamala Harris during an ABC News presidential debate at the National Constitution Center, Tuesday, Sept. 10, 2024, in Philadelphia. (AP Photo/Alex Brandon)",FACT FOCUS: A look at false and misleading claims made during Trump and Harris’ debate,https://apnews.com/article/debate-harris-trump-fact-focus-abortion-crime-0e368102d38d87d708a8a497a38f4fb2
https://www.apnnews.com/,Fact Check,4,5,"The motorcade of Democratic presidential nominee Vice President Kamala Harris passes a billboard in support of Republican presidential nominee former President Donald Trump Monday, Sept. 9, 2024, ahead of the presidential debate with Republican presidential nominee former President Donald Trump in Philadelphia. (AP Photo/Jacquelyn Martin)",FACT FOCUS: A look at false and misleading claims made during Trump and Harris’ debate,https://apnews.com/article/debate-harris-trump-fact-focus-abortion-crime-0e368102d38d87d708a8a497a38f4fb2
https://www.apnnews.com/,Fact Check,5,1,"Democratic presidential nominee Vice President Kamala Harris waves as she boards Air Force Two at Pittsburgh International Airport in Pittsburgh, Monday, Sept. 2, 2024. (AP Photo/Jacquelyn Martin)",FACT FOCUS: Posts falsely claim video shows Harris promising to censor X and owner Elon Musk,https://apnews.com/article/kamala-harris-elon-musk-x-twitter-rfk-c7d6ca7cda02e29cb6acc5ad25d3d6dc
https://www.apnnews.com/,Fact Check,5,2,"FILE - Computer monitors and a laptop display the X, formerly known as Twitter, sign-in page, July 24, 2023, in Belgrade, Serbia. The secretaries of state from Michigan, Minnesota, New Mexico, Pennsylvania and Washington are urging Elon Musk to fix an AI chatbot on his social media platform X, saying in a letter Monday, August. 5, 2024, that it has spread election misinformation. (AP Photo/Darko Vojinovic, File)",FACT FOCUS: Posts falsely claim video shows Harris promising to censor X and owner Elon Musk,https://apnews.com/article/kamala-harris-elon-musk-x-twitter-rfk-c7d6ca7cda02e29cb6acc5ad25d3d6dc
